1	122	2	3	-0.815	0.542	1.05	phot
1	123	2	2	-0.000939	-1.27	4.17	phot
1	123	3	2	0.696	-0.0375	1.52	phot
1	122	2	3	-0.838	0.357	3.96	phot
1	80.9	3	1	0.254	-4.76	0.357	phot
1	120	2	2	-0.575	-0.213	1.56	phot
1	127	3	2	0.611	-0.274	3.22	phot
1	120	2	2	-0.0876	-0.0761	1.35	phot
1	121	2	2	-0.37	-0.427	1.15	compt
1	68.7	4	2	4.25	-2.1	0.118	phot
1	123	3	3	0.166	0.491	3.04	phot
1	122	3	3	0.332	0.808	0.0748	phot
1	117	2	2	-0.528	-0.733	0.908	phot
2	88.5	2	2	-0.207	-0.675	1.7	phot
2	29.5	3	2	0.181	-0.623	1.68	phot
1	56.7	3	2	0.391	-0.711	0.286	phot
1	119	2	2	-0.776	-0.776	1.86	phot
1	124	3	3	0.545	0.174	4.45	phot
1	123	2	3	-0.508	0.171	4.18	phot
1	121	3	2	0.158	-0.916	1.65	phot
1	121	2	3	-1.1	0.142	0.742	compt
1	124	2	2	-0.706	-0.488	4.12	phot
1	123	3	2	0.973	-0.612	1	phot
1	121	2	2	-0.706	-0.547	2.99	phot
1	85.7	4	1	3.35	-4.18	0.52	phot
1	123	2	2	-0.64	-0.17	1.15	phot
1	122	3	3	0.848	0.618	0.0192	phot
1	124	3	3	0.461	0.663	2.73	phot
1	125	2	2	-0.587	-0.818	3.14	phot
1	120	3	3	0.756	0.743	0.0929	phot
1	64.6	4	2	2.83	-1.38	0.326	phot
1	72.5	4	3	3.2	1.46	0.0119	phot
1	121	3	3	0.65	0.457	4.16	phot
1	123	3	3	0.413	0.973	1.69	phot
1	124	2	3	-0.776	0.252	0.609	phot
1	122	2	2	-1.08	-0.6	2.54	phot
1	124	3	3	0.28	0.799	0.357	phot
1	123	3	2	0.0833	-0.275	0.796	phot
1	120	3	2	0.812	-0.219	1.48	compt
1	16.5	2	3	-1	0.164	4.34	compt
1	125	3	2	0.362	-0.332	0.303	phot
1	75.6	2	2	-0.354	-2.38	0.125	phot
1	122	2	3	-0.688	0.0996	0.0933	phot
1	122	2	2	-0.508	-0.372	0.102	phot
1	60.1	1	2	-4.77	-0.964	3.92	phot
1	122	2	3	-0.181	0.259	1.27	phot
1	124	3	2	0.342	-0.323	0.287	phot
1	121	2	3	-0.731	0.319	1.87	compt
1	123	3	2	0.0787	-0.563	0.254	phot
1	61.2	4	4	4.99	3.54	4.18	phot
1	87.5	2	3	-0.814	1.98	1.94	phot
1	123	2	2	-0.921	-0.545	0.161	phot
2	9.34	2	2	-0.327	-0.599	1.81	compt
2	112	3	3	0.435	0.359	2.93	phot
2	91	3	2	0.138	-0.457	0.78	phot
2	29.4	2	2	-0.0387	-0.406	0.744	phot
1	123	3	2	0.547	-0.661	2.81	phot
2	15.9	2	3	-0.424	1.05	2.11	compt
2	104	3	3	0.788	2.01	2.54	phot
1	123	3	3	0.603	0.772	3.13	phot
1	129	2	2	-0.8	-0.231	2.05	compt
1	127	2	3	-0.321	0.615	2.02	phot
1	122	3	3	0.489	0.785	0.918	phot
1	64.2	2	3	-0.866	0.575	0.29	phot
1	120	3	3	0.234	1.07	1.89	phot
1	125	3	3	0.221	0.31	3.26	phot
1	117	2	2	-0.208	-0.16	0.189	phot
1	125	2	3	-0.611	0.66	2.06	phot
1	89.4	2	3	-1.38	1.4	0.0415	phot
1	123	2	3	-0.561	0.648	0.771	phot
1	86.8	1	1	-2.75	-3.84	0.139	phot
1	72.8	3	2	1.54	-0.146	0.261	phot
1	123	2	3	-0.131	0.438	0.0667	phot
1	123	2	2	-0.357	-0.426	3.52	phot
1	125	3	3	0.0974	0.94	1.88	compt
1	59.8	4	2	4.86	-0.472	0.117	phot
2	14.8	3	3	0.0785	0.281	3.98	compt
2	106	2	2	-0.374	-0.419	4.38	phot
1	75.5	3	2	1.4	-0.311	0.404	phot
1	81.5	4	3	4.14	2.44	2.41	phot
1	128	2	3	-0.496	0.215	3.47	phot
